PHOTOID, LATITUDE, LONGITUDE, DATETIME
33516965016, 61.499166, 23.728888, 2016:01:01 00:00:00
33516961596, 61.498888, 23.728888, 2016:01:01 00:00:00
33553205785, 61.514000, 23.845230, 2016:01:01 00:00:00
33407143971, 61.512002, 23.686425, 2016:01:01 00:00:00
33378771742, 61.512011, 23.686425, 2016:01:01 00:00:00
33378770662, 61.515630, 23.685861, 2016:01:01 00:00:00
33407141211, 61.515852, 23.685727, 2016:01:01 00:00:00
33152199720, 61.515969, 23.685861, 2016:01:01 00:00:00
33152198870, 61.516075, 23.685855, 2016:01:01 00:00:00
33152196850, 61.516230, 23.685988, 2016:01:01 00:00:00
33378761132, 61.516527, 23.686191, 2016:01:01 00:00:00
32721091093, 61.512172, 23.686575, 2016:01:01 00:00:00
33152079450, 61.516972, 23.686430, 2016:01:01 00:00:00
33152073270, 61.516622, 23.689922, 2016:01:01 00:00:00
33152061220, 61.512172, 23.686575, 2016:01:01 00:00:00
33151425270, 61.500441, 23.763602, 2016:01:01 00:00:00
33493889846, 61.500552, 23.762525, 2016:01:01 00:00:00
33377901292, 61.501525, 23.763036, 2016:01:01 00:00:00
33377898242, 61.500727, 23.762847, 2016:01:01 00:00:00
33535075595, 61.501666, 23.762777, 2016:01:01 00:00:00
33377891282, 61.501666, 23.762777, 2016:01:01 00:00:00
33493189596, 61.516247, 23.685969, 2016:01:01 00:00:00
33404200011, 61.516972, 23.686430, 2016:01:01 00:00:00
33148113350, 61.516686, 23.686697, 2016:01:01 00:00:00
33531851085, 61.516361, 23.685950, 2016:01:01 00:00:00
32716486763, 61.504889, 23.752503, 2016:01:01 00:00:00
33401692491, 61.505805, 23.714583, 2016:01:01 00:00:00
33401687031, 61.505944, 23.714744, 2016:01:01 00:00:00
33401684861, 61.505127, 23.713163, 2016:01:01 00:00:00
33530504015, 61.505849, 23.753664, 2016:01:01 00:00:00
32686807604, 61.505849, 23.753664, 2016:01:01 00:00:00
33373287392, 61.505849, 23.753664, 2016:01:01 00:00:00
32686800064, 61.505849, 23.753664, 2016:01:01 00:00:00
33369362362, 61.498750, 23.754050, 2016:01:01 00:00:00
32711223163, 61.499330, 23.743010, 2016:01:01 00:00:00
33483690346, 61.497425, 23.748875, 2016:01:01 00:00:00
33385756941, 61.447695, 23.748191, 2016:01:01 00:00:00
33513329785, 62.249427, 25.753733, 2016:01:01 00:00:00
33472128796, 62.249427, 25.753733, 2016:01:01 00:00:00
33472128316, 62.249427, 25.753733, 2016:01:01 00:00:00
33513326155, 62.249427, 25.753733, 2016:01:01 00:00:00
33129564580, 62.249427, 25.753733, 2016:01:01 00:00:00
33129562710, 62.249427, 25.753733, 2016:01:01 00:00:00
33129560880, 62.249427, 25.753733, 2016:01:01 00:00:00
33356528632, 62.249427, 25.753733, 2016:01:01 00:00:00
33129558920, 62.249427, 25.753733, 2016:01:01 00:00:00
32698625673, 62.249427, 25.753733, 2016:01:01 00:00:00
33129552560, 62.249427, 25.753733, 2016:01:01 00:00:00
33384631421, 62.249427, 25.753733, 2016:01:01 00:00:00
33323992462, 61.500000, 23.750000, 2016:01:01 00:00:00
32636546484, 61.500000, 23.750000, 2016:01:01 00:00:00
33351711971, 61.500000, 23.750000, 2016:01:01 00:00:00
33386311926, 61.463807, 24.075827, 2016:01:01 00:00:00
36858643905, 61.672313, 25.120700, 2016:01:01 00:00:00
36858642215, 61.672313, 25.120700, 2016:01:01 00:00:00
36024053354, 61.672313, 25.120700, 2016:01:01 00:00:00
36024051704, 61.672313, 25.120700, 2016:01:01 00:00:00
36024049394, 61.672313, 25.120700, 2016:01:01 00:00:00
36024047814, 61.672313, 25.120700, 2016:01:01 00:00:00
36024041484, 61.672282, 25.121183, 2016:01:01 00:00:00
36049682673, 61.670481, 25.119347, 2016:01:01 00:00:00
36719110731, 61.670481, 25.119347, 2016:01:01 00:00:00
36049678013, 61.671606, 25.120227, 2016:01:01 00:00:00
36719108721, 61.671606, 25.120227, 2016:01:01 00:00:00
36049671403, 61.672496, 25.120711, 2016:01:01 00:00:00
35643860453, 62.266541, 25.902063, 2016:01:01 00:00:00
36046786365, 62.241290, 25.977365, 2016:01:01 00:00:00
35229283833, 61.504452, 23.755863, 2016:01:01 00:00:00
35912569105, 61.507840, 23.765605, 2016:01:01 00:00:00
34847402064, 61.503295, 23.757323, 2016:01:01 00:00:00
35670065975, 61.498969, 23.784348, 2016:01:01 00:00:00
35630458716, 61.498985, 23.784971, 2016:01:01 00:00:00
35630458486, 61.498954, 23.786408, 2016:01:01 00:00:00
34828963534, 61.498954, 23.786408, 2016:01:01 00:00:00
35630458226, 61.498954, 23.786408, 2016:01:01 00:00:00
35630457816, 61.499133, 23.782460, 2016:01:01 00:00:00
35630457336, 61.498903, 23.780229, 2016:01:01 00:00:00
35630457546, 61.499113, 23.780196, 2016:01:01 00:00:00
35539693161, 61.498836, 23.779939, 2016:01:01 00:00:00
34861017833, 61.499133, 23.782460, 2016:01:01 00:00:00
34828002514, 61.671618, 25.124039, 2016:01:01 00:00:00
35629459096, 61.671618, 25.124039, 2016:01:01 00:00:00
35500011872, 61.672649, 25.121483, 2016:01:01 00:00:00
35629304566, 61.672649, 25.121483, 2016:01:01 00:00:00
35629268716, 61.672649, 25.121483, 2016:01:01 00:00:00
35538413961, 61.672649, 25.121483, 2016:01:01 00:00:00
35629155846, 61.672649, 25.121483, 2016:01:01 00:00:00
35538294521, 61.672649, 25.121483, 2016:01:01 00:00:00
35281583540, 61.671766, 25.123675, 2016:01:01 00:00:00
35668682875, 61.671766, 25.123675, 2016:01:01 00:00:00
35538164711, 61.671766, 25.123675, 2016:01:01 00:00:00
35628937226, 61.671766, 25.123675, 2016:01:01 00:00:00
35668582555, 61.671766, 25.123675, 2016:01:01 00:00:00
34859425263, 61.671766, 25.123675, 2016:01:01 00:00:00
35499493012, 61.671766, 25.123675, 2016:01:01 00:00:00
35499463832, 61.671618, 25.124039, 2016:01:01 00:00:00
35499440972, 61.671618, 25.124039, 2016:01:01 00:00:00
35281198110, 61.671618, 25.124039, 2016:01:01 00:00:00
35281138330, 61.671618, 25.124039, 2016:01:01 00:00:00
35628662086, 61.671618, 25.124039, 2016:01:01 00:00:00
35628594866, 61.671618, 25.124039, 2016:01:01 00:00:00
34858026603, 61.671618, 25.124039, 2016:01:01 00:00:00
35498122642, 61.671618, 25.124039, 2016:01:01 00:00:00
35666957105, 61.671618, 25.124039, 2016:01:01 00:00:00
35498014802, 61.671618, 25.124039, 2016:01:01 00:00:00
34825793424, 61.671618, 25.124039, 2016:01:01 00:00:00
34857852373, 61.671618, 25.124039, 2016:01:01 00:00:00
35497930082, 61.671618, 25.124039, 2016:01:01 00:00:00
34857791603, 61.671618, 25.124039, 2016:01:01 00:00:00
35666765155, 61.671618, 25.124039, 2016:01:01 00:00:00
35627054536, 61.671618, 25.124039, 2016:01:01 00:00:00
35536307571, 61.671618, 25.124039, 2016:01:01 00:00:00
35536264761, 61.671618, 25.124039, 2016:01:01 00:00:00
35536204261, 61.671618, 25.124039, 2016:01:01 00:00:00
35279383550, 61.671618, 25.124039, 2016:01:01 00:00:00
35626892686, 61.671618, 25.124039, 2016:01:01 00:00:00
35666510345, 61.671618, 25.124039, 2016:01:01 00:00:00
35666467995, 61.671618, 25.124039, 2016:01:01 00:00:00
35497585912, 61.671618, 25.124039, 2016:01:01 00:00:00
35536050051, 61.671618, 25.124039, 2016:01:01 00:00:00
35666380585, 61.671618, 25.124039, 2016:01:01 00:00:00
35497528162, 61.671618, 25.124039, 2016:01:01 00:00:00
34857375873, 61.671618, 25.124039, 2016:01:01 00:00:00
34857360513, 61.671618, 25.124039, 2016:01:01 00:00:00
35626724536, 61.671618, 25.124039, 2016:01:01 00:00:00
35279119960, 61.671618, 25.124039, 2016:01:01 00:00:00
34857288033, 61.671618, 25.124039, 2016:01:01 00:00:00
35279078410, 61.672231, 25.120893, 2016:01:01 00:00:00
35666114865, 61.671618, 25.124039, 2016:01:01 00:00:00
35535694901, 61.671618, 25.124039, 2016:01:01 00:00:00
35497208202, 61.671618, 25.124039, 2016:01:01 00:00:00
34824955144, 61.671618, 25.124039, 2016:01:01 00:00:00
35278797100, 61.671618, 25.124039, 2016:01:01 00:00:00
35535555841, 61.671618, 25.124039, 2016:01:01 00:00:00
35247407920, 61.498086, 23.763958, 2016:01:01 00:00:00
35503621081, 61.499166, 23.764444, 2016:01:01 00:00:00
35573972776, 61.497765, 23.772117, 2016:01:01 00:00:00
35603114035, 62.250123, 25.184032, 2016:01:01 00:00:00
34783935203, 62.209877, 25.682330, 2016:01:01 00:00:00
35412405331, 61.476672, 24.504816, 2016:01:01 00:00:00
34681674964, 61.493669, 23.769886, 2016:01:01 00:00:00
36024061464, 61.672313, 25.120700, 2016:01:01 00:00:00
36024045734, 61.672282, 25.121183, 2016:01:01 00:00:00
36442760236, 61.506561, 23.744988, 2016:01:01 00:00:00
36488687475, 61.506538, 23.746183, 2016:01:01 00:00:00
36488680925, 61.506558, 23.745963, 2016:01:01 00:00:00
36488676595, 61.506686, 23.745697, 2016:01:01 00:00:00
35680346253, 61.506619, 23.745213, 2016:01:01 00:00:00
36320359752, 61.503350, 23.759730, 2016:01:01 00:00:00
36320357022, 61.504036, 23.757930, 2016:01:01 00:00:00
36320355122, 61.503305, 23.757494, 2016:01:01 00:00:00
36351082941, 61.501150, 23.763175, 2016:01:01 00:00:00
35643859123, 62.266541, 25.902063, 2016:01:01 00:00:00
36214290421, 62.241445, 25.754635, 2016:01:01 00:00:00
35932950100, 62.231465, 25.788087, 2016:01:01 00:00:00
36160407932, 62.231465, 25.788087, 2016:01:01 00:00:00
36160399852, 62.231465, 25.788087, 2016:01:01 00:00:00
36284966596, 62.233354, 25.771372, 2016:01:01 00:00:00
35932907500, 62.266569, 25.880935, 2016:01:01 00:00:00
36160385392, 62.266569, 25.880935, 2016:01:01 00:00:00
36160382552, 62.266569, 25.880935, 2016:01:01 00:00:00
36192656451, 62.266569, 25.880935, 2016:01:01 00:00:00
35751638745, 61.503305, 23.757355, 2016:01:01 00:00:00
35675116165, 61.516872, 23.685800, 2016:01:01 00:00:00
35675112395, 61.465230, 24.191461, 2016:01:01 00:00:00
34834113834, 61.465191, 24.192197, 2016:01:01 00:00:00
35675099125, 61.544975, 23.650269, 2016:01:01 00:00:00
35635390726, 61.544975, 23.650269, 2016:01:01 00:00:00
35635382966, 61.505113, 23.722047, 2016:01:01 00:00:00
35544856391, 61.485352, 23.778355, 2016:01:01 00:00:00
35670071205, 61.500111, 23.803746, 2016:01:01 00:00:00
34828968024, 61.504053, 23.805710, 2016:01:01 00:00:00
35283077030, 61.502691, 23.805785, 2016:01:01 00:00:00
35539697651, 61.503638, 23.805302, 2016:01:01 00:00:00
35283076320, 61.503362, 23.804497, 2016:01:01 00:00:00
35283076340, 61.503495, 23.804079, 2016:01:01 00:00:00
35283075970, 61.503362, 23.804497, 2016:01:01 00:00:00
34828966144, 61.503249, 23.804851, 2016:01:01 00:00:00
34861039883, 61.503249, 23.804851, 2016:01:01 00:00:00
35630459656, 61.499149, 23.792170, 2016:01:01 00:00:00
35670067275, 61.502476, 23.805334, 2016:01:01 00:00:00
34828965094, 61.499190, 23.788833, 2016:01:01 00:00:00
34828964724, 61.499466, 23.786655, 2016:01:01 00:00:00
35501139342, 61.505235, 23.807748, 2016:01:01 00:00:00
35501138102, 61.499190, 23.788833, 2016:01:01 00:00:00
34837908123, 61.492344, 23.746926, 2016:01:01 00:00:00
34837907623, 61.492344, 23.746926, 2016:01:01 00:00:00
35260107590, 61.492344, 23.746926, 2016:01:01 00:00:00
35478516322, 61.492344, 23.746926, 2016:01:01 00:00:00
35478515582, 61.492344, 23.746926, 2016:01:01 00:00:00
35478514262, 61.492344, 23.746926, 2016:01:01 00:00:00
35607344766, 61.492344, 23.746926, 2016:01:01 00:00:00
35260105440, 61.492344, 23.746926, 2016:01:01 00:00:00
35515358431, 61.510555, 23.775555, 2016:01:01 00:00:00
35605996006, 61.508333, 23.771944, 2016:01:01 00:00:00
35503899771, 61.484388, 23.749046, 2016:01:01 00:00:00
35465994942, 61.497500, 23.765000, 2016:01:01 00:00:00
35247420640, 61.498177, 23.763875, 2016:01:01 00:00:00
35594742366, 61.501119, 23.763155, 2016:01:01 00:00:00
35247404220, 61.498375, 23.764113, 2016:01:01 00:00:00
35633957335, 61.496630, 23.765069, 2016:01:01 00:00:00
35594715636, 61.496666, 23.765000, 2016:01:01 00:00:00
35502726371, 61.503341, 23.734955, 2016:01:01 00:00:00
35483422791, 61.497765, 23.772117, 2016:01:01 00:00:00
35445538832, 61.497765, 23.772160, 2016:01:01 00:00:00
35483226341, 61.497755, 23.772096, 2016:01:01 00:00:00
35613198955, 61.497755, 23.772075, 2016:01:01 00:00:00
35613129545, 61.497765, 23.772117, 2016:01:01 00:00:00
35226430340, 61.497765, 23.772096, 2016:01:01 00:00:00
35444939222, 61.497776, 23.772160, 2016:01:01 00:00:00
35226162170, 61.497755, 23.772160, 2016:01:01 00:00:00
35573817266, 61.497796, 23.772246, 2016:01:01 00:00:00
35571582346, 61.498036, 23.772208, 2016:01:01 00:00:00
35610509295, 61.497977, 23.772227, 2016:01:01 00:00:00
35571580966, 61.496738, 23.771047, 2016:01:01 00:00:00
35610507875, 61.503566, 23.743011, 2016:01:01 00:00:00
35442369682, 61.506297, 23.745122, 2016:01:01 00:00:00
35610505915, 61.506355, 23.744961, 2016:01:01 00:00:00
35442368912, 61.506477, 23.744766, 2016:01:01 00:00:00
35571576936, 61.497580, 23.761255, 2016:01:01 00:00:00
35610502765, 61.497441, 23.761377, 2016:01:01 00:00:00
35610502865, 61.497513, 23.761311, 2016:01:01 00:00:00
35610500945, 61.497544, 23.761336, 2016:01:01 00:00:00
34801641843, 61.501091, 23.760922, 2016:01:01 00:00:00
35610499405, 61.506480, 23.744944, 2016:01:01 00:00:00
34801641323, 61.501075, 23.760933, 2016:01:01 00:00:00
34801640433, 61.501258, 23.760972, 2016:01:01 00:00:00
35223924510, 61.498194, 23.776244, 2016:01:01 00:00:00
35223924270, 61.496394, 23.780744, 2016:01:01 00:00:00
34769432394, 61.497825, 23.772094, 2016:01:01 00:00:00
35571543936, 61.505950, 23.745486, 2016:01:01 00:00:00
35442340062, 61.506486, 23.744744, 2016:01:01 00:00:00
35571542106, 61.506669, 23.744886, 2016:01:01 00:00:00
34801596303, 61.506469, 23.744919, 2016:01:01 00:00:00
35223895040, 61.506480, 23.744952, 2016:01:01 00:00:00
35480140391, 61.506461, 23.745152, 2016:01:01 00:00:00
35442337012, 61.506316, 23.744369, 2016:01:01 00:00:00
35442336002, 61.506316, 23.744369, 2016:01:01 00:00:00
34801590263, 61.497586, 23.760988, 2016:01:01 00:00:00
35442334352, 61.497763, 23.760977, 2016:01:01 00:00:00
35610449255, 61.501100, 23.760950, 2016:01:01 00:00:00
35442332602, 61.501030, 23.760916, 2016:01:01 00:00:00
34801584373, 61.501183, 23.761102, 2016:01:01 00:00:00
35610446495, 61.496466, 23.780797, 2016:01:01 00:00:00
35569855916, 61.503405, 23.757663, 2016:01:01 00:00:00
34799812933, 61.503333, 23.757500, 2016:01:01 00:00:00
35440474772, 61.503333, 23.757777, 2016:01:01 00:00:00
34783932283, 62.209888, 25.682316, 2016:01:01 00:00:00
35462244381, 61.498093, 23.771839, 2016:01:01 00:00:00
34751530484, 61.497765, 23.772117, 2016:01:01 00:00:00
35462125231, 61.497438, 23.772032, 2016:01:01 00:00:00
34783453003, 61.497407, 23.772075, 2016:01:01 00:00:00
35550061096, 61.516644, 23.863291, 2016:01:01 00:00:00
35550060836, 61.516469, 23.863136, 2016:01:01 00:00:00
34762929063, 61.497745, 23.772182, 2016:01:01 00:00:00
34762820043, 61.497755, 23.772096, 2016:01:01 00:00:00
35532946336, 61.497796, 23.772354, 2016:01:01 00:00:00
34730519674, 61.497796, 23.772354, 2016:01:01 00:00:00
34730408924, 61.498185, 23.765809, 2016:01:01 00:00:00
34730212224, 61.498185, 23.765809, 2016:01:01 00:00:00
34762310623, 61.498124, 23.765337, 2016:01:01 00:00:00
34762197183, 61.497893, 23.765292, 2016:01:01 00:00:00
34762062183, 61.498001, 23.763899, 2016:01:01 00:00:00
35570078225, 61.460565, 23.844838, 2016:01:01 00:00:00
35531278956, 61.460565, 23.844838, 2016:01:01 00:00:00
35439653601, 61.476266, 24.504469, 2016:01:01 00:00:00
35425098231, 62.253338, 25.829352, 2016:01:01 00:00:00
34742108313, 61.498001, 23.763899, 2016:01:01 00:00:00
34742027273, 61.498032, 23.764264, 2016:01:01 00:00:00
34701973254, 61.484298, 23.748879, 2016:01:01 00:00:00
35399094051, 61.473398, 23.502545, 2016:01:01 00:00:00
35143030390, 61.473398, 23.502545, 2016:01:01 00:00:00
34720414463, 61.473398, 23.502545, 2016:01:01 00:00:00
35529774095, 61.473398, 23.502545, 2016:01:01 00:00:00
34720411703, 61.473398, 23.502545, 2016:01:01 00:00:00
35399086021, 61.473398, 23.502545, 2016:01:01 00:00:00
35529770385, 61.473398, 23.502545, 2016:01:01 00:00:00
35143021770, 61.473398, 23.502545, 2016:01:01 00:00:00
35529768035, 61.479341, 23.530848, 2016:01:01 00:00:00
35529766385, 61.479341, 23.530848, 2016:01:01 00:00:00
35529764575, 61.479341, 23.530848, 2016:01:01 00:00:00
35529762725, 61.479341, 23.530848, 2016:01:01 00:00:00
34688380144, 61.479341, 23.530848, 2016:01:01 00:00:00
34720376243, 61.479341, 23.530848, 2016:01:01 00:00:00
34720373783, 61.479341, 23.530848, 2016:01:01 00:00:00
35526793655, 61.497909, 23.762268, 2016:01:01 00:00:00
34715896413, 61.497878, 23.762247, 2016:01:01 00:00:00
34715671093, 61.497878, 23.761968, 2016:01:01 00:00:00
34683682584, 61.498595, 23.772246, 2016:01:01 00:00:00
35523098955, 61.498595, 23.772246, 2016:01:01 00:00:00
35136091500, 61.485148, 23.776645, 2016:01:01 00:00:00
35391732701, 61.485158, 23.776666, 2016:01:01 00:00:00
35522406135, 61.485168, 23.776688, 2016:01:01 00:00:00
34680969064, 61.485179, 23.776709, 2016:01:01 00:00:00
35518532225, 62.116602, 25.638972, 2016:01:01 00:00:00
35351610212, 62.116705, 25.639300, 2016:01:01 00:00:00
34668234444, 61.494623, 23.732399, 2016:01:01 00:00:00
35509415665, 61.495626, 23.733429, 2016:01:01 00:00:00
35123024700, 61.495017, 23.712036, 2016:01:01 00:00:00
34668216534, 61.497567, 23.711328, 2016:01:01 00:00:00
35342271972, 61.494802, 23.713667, 2016:01:01 00:00:00
34668154964, 61.495048, 23.712401, 2016:01:01 00:00:00
35342202622, 61.500034, 23.713560, 2016:01:01 00:00:00
37562333652, 61.485179, 23.788104, 2016:01:01 00:00:00
37557027172, 61.504080, 23.757244, 2016:01:01 00:00:00
37556993412, 61.500827, 23.762666, 2016:01:01 00:00:00
37330623420, 61.496150, 23.781311, 2016:01:01 00:00:00
36878268584, 61.497000, 23.774780, 2016:01:01 00:00:00
36917640883, 61.499666, 23.764372, 2016:01:01 00:00:00
37316735520, 61.503372, 23.759555, 2016:01:01 00:00:00
36863147214, 61.574856, 23.682864, 2016:01:01 00:00:00
37573383511, 61.574963, 23.685128, 2016:01:01 00:00:00
36903599743, 61.574963, 23.685128, 2016:01:01 00:00:00
37573379561, 61.574963, 23.685128, 2016:01:01 00:00:00
37314658680, 61.574927, 23.683540, 2016:01:01 00:00:00
36902206163, 61.812089, 24.879741, 2016:01:01 00:00:00
36854822544, 61.470647, 23.759127, 2016:01:01 00:00:00
23684427788, 62.240159, 25.751888, 2016:01:01 00:00:00
37484724956, 62.250233, 25.717492, 2016:01:01 00:00:00
37491982942, 62.243402, 24.458752, 2016:01:01 00:00:00
36805394794, 62.240186, 25.744410, 2016:01:01 00:00:00
37484453172, 62.229850, 25.736997, 2016:01:01 00:00:00
23663549748, 62.229850, 25.736997, 2016:01:01 00:00:00
36846469833, 62.240186, 25.744410, 2016:01:01 00:00:00
37484406832, 62.240186, 25.744410, 2016:01:01 00:00:00
23663498628, 62.240186, 25.744410, 2016:01:01 00:00:00
37467394166, 62.240186, 25.744410, 2016:01:01 00:00:00
37256359120, 61.476666, 23.574444, 2016:01:01 00:00:00
37477901122, 61.497751, 23.733644, 2016:01:01 00:00:00
37477899772, 61.497751, 23.733644, 2016:01:01 00:00:00
23656696748, 61.497751, 23.733644, 2016:01:01 00:00:00
23656695628, 61.497751, 23.733644, 2016:01:01 00:00:00
23656694178, 61.497751, 23.733644, 2016:01:01 00:00:00
37477895782, 61.497751, 23.733644, 2016:01:01 00:00:00
37477894682, 61.497751, 23.733644, 2016:01:01 00:00:00
37508997381, 61.497751, 23.733644, 2016:01:01 00:00:00
23656689858, 61.497751, 23.733644, 2016:01:01 00:00:00
37508992761, 61.497751, 23.733644, 2016:01:01 00:00:00
37508990691, 61.497751, 23.733644, 2016:01:01 00:00:00
23656687488, 61.497751, 23.733644, 2016:01:01 00:00:00
23656686688, 61.497751, 23.733644, 2016:01:01 00:00:00
23656685728, 61.497751, 23.733644, 2016:01:01 00:00:00
23656685088, 61.497751, 23.733644, 2016:01:01 00:00:00
23656684358, 61.497751, 23.733644, 2016:01:01 00:00:00
23656683648, 61.497751, 23.733644, 2016:01:01 00:00:00
23656682888, 61.497751, 23.733644, 2016:01:01 00:00:00
23656681908, 61.497751, 23.733644, 2016:01:01 00:00:00
37505284521, 62.246259, 24.455791, 2016:01:01 00:00:00
37242076060, 62.277500, 25.764722, 2016:01:01 00:00:00
36785559954, 61.448163, 23.714072, 2016:01:01 00:00:00
37237271650, 61.448819, 23.714297, 2016:01:01 00:00:00
36785559024, 61.447680, 23.715944, 2016:01:01 00:00:00
23642985788, 61.469436, 23.762450, 2016:01:01 00:00:00
37419308632, 61.508664, 23.626849, 2016:01:01 00:00:00
37419306912, 61.508664, 23.626849, 2016:01:01 00:00:00
23598225868, 61.508664, 23.626849, 2016:01:01 00:00:00
37402590196, 61.508664, 23.626849, 2016:01:01 00:00:00
37192814620, 61.508664, 23.626849, 2016:01:01 00:00:00
37402587566, 61.508664, 23.626849, 2016:01:01 00:00:00
37192810020, 61.508664, 23.626849, 2016:01:01 00:00:00
37402584436, 61.508664, 23.626849, 2016:01:01 00:00:00
37402583026, 61.508664, 23.626849, 2016:01:01 00:00:00
37402581646, 61.508664, 23.626849, 2016:01:01 00:00:00
37450232431, 61.508664, 23.626849, 2016:01:01 00:00:00
37450230881, 61.508664, 23.626849, 2016:01:01 00:00:00
36780328123, 61.508664, 23.626849, 2016:01:01 00:00:00
37450226771, 61.508664, 23.626849, 2016:01:01 00:00:00
37450223611, 61.508664, 23.626849, 2016:01:01 00:00:00
37402567446, 61.508664, 23.626849, 2016:01:01 00:00:00
37402563816, 61.508664, 23.626849, 2016:01:01 00:00:00
37450218391, 61.508664, 23.626849, 2016:01:01 00:00:00
36780310993, 61.508664, 23.626849, 2016:01:01 00:00:00
37402556216, 61.508664, 23.626849, 2016:01:01 00:00:00
37419266932, 61.508664, 23.626849, 2016:01:01 00:00:00
37402552836, 61.508664, 23.626849, 2016:01:01 00:00:00
37419262822, 61.508664, 23.626849, 2016:01:01 00:00:00
37402549166, 61.508664, 23.626849, 2016:01:01 00:00:00
37419258902, 61.508664, 23.626849, 2016:01:01 00:00:00
37402543666, 61.508664, 23.626849, 2016:01:01 00:00:00
23598193588, 61.508664, 23.626849, 2016:01:01 00:00:00
37402540076, 61.508664, 23.626849, 2016:01:01 00:00:00
23598191188, 61.508664, 23.626849, 2016:01:01 00:00:00
37402537456, 61.508664, 23.626849, 2016:01:01 00:00:00
23598188808, 61.508664, 23.626849, 2016:01:01 00:00:00
37402535496, 61.508664, 23.626849, 2016:01:01 00:00:00
37402534766, 61.508664, 23.626849, 2016:01:01 00:00:00
23598185498, 61.508664, 23.626849, 2016:01:01 00:00:00
23598184188, 61.508664, 23.626849, 2016:01:01 00:00:00
23598182238, 61.508664, 23.626849, 2016:01:01 00:00:00
37399327956, 61.501991, 23.710974, 2016:01:01 00:00:00
23594993128, 61.500319, 23.713080, 2016:01:01 00:00:00
23594993248, 61.499961, 23.713491, 2016:01:01 00:00:00
37446843441, 61.506091, 23.693547, 2016:01:01 00:00:00
36737558824, 61.500886, 23.761208, 2016:01:01 00:00:00
37189707460, 61.495530, 23.727141, 2016:01:01 00:00:00
23594992508, 61.494952, 23.726513, 2016:01:01 00:00:00
37416034562, 61.495388, 23.726474, 2016:01:01 00:00:00
23594992328, 61.495002, 23.726491, 2016:01:01 00:00:00
23594992268, 61.499583, 23.763383, 2016:01:01 00:00:00
36776759303, 61.496330, 23.732152, 2016:01:01 00:00:00
23594992028, 61.501247, 23.763494, 2016:01:01 00:00:00
37446842921, 61.504058, 23.696855, 2016:01:01 00:00:00
37446842961, 61.496333, 23.731724, 2016:01:01 00:00:00
36737557674, 61.495391, 23.726366, 2016:01:01 00:00:00
37189706510, 61.498019, 23.756497, 2016:01:01 00:00:00
23594991468, 61.496288, 23.732055, 2016:01:01 00:00:00
36776758593, 61.502813, 23.762427, 2016:01:01 00:00:00
37446842111, 61.508355, 23.673808, 2016:01:01 00:00:00
37446841701, 61.505091, 23.694530, 2016:01:01 00:00:00
36737555434, 61.498905, 23.759302, 2016:01:01 00:00:00
37189705440, 61.503605, 23.696666, 2016:01:01 00:00:00
37416033102, 61.501208, 23.715319, 2016:01:01 00:00:00
37416032982, 61.496144, 23.732172, 2016:01:01 00:00:00
23594990378, 61.498327, 23.759322, 2016:01:01 00:00:00
36776757913, 61.498975, 23.716355, 2016:01:01 00:00:00
23594989868, 61.503252, 23.696644, 2016:01:01 00:00:00
23594989948, 61.494622, 23.722605, 2016:01:01 00:00:00
36763855493, 61.727777, 24.963888, 2016:01:01 00:00:00
36763851423, 61.727777, 24.963888, 2016:01:01 00:00:00
37397045192, 62.229785, 25.737104, 2016:01:01 00:00:00
37170762810, 62.229747, 25.737227, 2016:01:01 00:00:00
36757485313, 62.229815, 25.737125, 2016:01:01 00:00:00
23575912178, 62.229765, 25.737168, 2016:01:01 00:00:00
37427760641, 62.229805, 25.737040, 2016:01:01 00:00:00
23575909498, 62.229775, 25.737147, 2016:01:01 00:00:00
37384097502, 62.241263, 25.744758, 2016:01:01 00:00:00
36701101584, 61.498180, 23.762055, 2016:01:01 00:00:00
36740140583, 61.498180, 23.762055, 2016:01:01 00:00:00
36710145743, 61.503669, 23.732292, 2016:01:01 00:00:00
37121784550, 61.572783, 23.438322, 2016:01:01 00:00:00
37330708646, 61.573483, 23.437174, 2016:01:01 00:00:00
37348271312, 61.573799, 23.437528, 2016:01:01 00:00:00
37330708216, 61.573483, 23.437174, 2016:01:01 00:00:00
37121783100, 61.573406, 23.439534, 2016:01:01 00:00:00
36669408984, 61.857869, 25.146583, 2016:01:01 00:00:00
36669407294, 61.516461, 23.686383, 2016:01:01 00:00:00
36669406064, 61.516491, 23.686358, 2016:01:01 00:00:00
36687023953, 61.507907, 23.615305, 2016:01:01 00:00:00
37356454391, 61.508055, 23.647222, 2016:01:01 00:00:00
37100667590, 61.493333, 23.627222, 2016:01:01 00:00:00
23505187648, 61.490277, 23.608333, 2016:01:01 00:00:00
36687021163, 61.495277, 23.601111, 2016:01:01 00:00:00
37356450981, 61.491666, 23.625277, 2016:01:01 00:00:00
37307637426, 61.473358, 23.746186, 2016:01:01 00:00:00
23503279618, 61.473500, 23.745797, 2016:01:01 00:00:00
37324881882, 61.596575, 23.345213, 2016:01:01 00:00:00
37324875332, 61.596766, 23.345241, 2016:01:01 00:00:00
36645597184, 61.596730, 23.345225, 2016:01:01 00:00:00
37324865362, 61.596655, 23.345177, 2016:01:01 00:00:00
37307614176, 61.596763, 23.345258, 2016:01:01 00:00:00
